tweet,sentiment
"Is Going Down Tonight ""Just Viva Saturdays"" vivakbnyc 

<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>Movie <ed><U+00A0><U+00BC><ed><U+00BE><U+009E> Netflix <ed><U+00A0><U+00BD><ed><U+00B3><U+00BA><U+0085> https://t.co/slN0wp5BnO",0
Get A Sneak Peek At The Queer Movie You'll Soon Be Raving About https://t.co/yLJMm1k1rO,1
"#film Viva Movie CLIP - Be Fully Yourself (2016) - H<e9>ctor Medina, Jor... https://t.co/xffSUvhpwh",1
"Viva Las Vegas, playing now on cable, is the best movie ever! Ann Margaret! Elvis! And six years later, who knew? https://t.co/w2VPaIyl2w.",1
RT @SupremePharaoh_: Due to over capacity we at VIVA Saturday <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> it's gonna be a movie <ed><U+00A0><U+00BC><ed><U+00BE><U+00AC><ed><U+00A0><U+00BC><ed><U+00BE><U+00AC> if you need them tickets hml 516<U+0095>510<U+0095>8346 <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> htt<U+0085>,1
Due to over capacity we at VIVA Saturday <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> it's gonna be a movie <ed><U+00A0><U+00BC><ed><U+00BE><U+00AC><ed><U+00A0><U+00BC><ed><U+00BE><U+00AC> if you need them tickets hml 516<U+0095>510<U+0095>8346 <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> https://t.co/wWp57ratCZ,1
"Film Clip: 'Viva': Watch a clip from the Irish movie, filmed in Cuba, ""Viva,"" starring H<e9>ctor Medina, Jorge P...  https://t.co/PZ8E4FhgtY",1
The movie VIVA opens tomorrow. https://t.co/Bb9L2mJ5Sb #VIVAfilm,1
Viva??? Please do an international screenings!! We are all waiting to watch this movie! #ThisTime9DaysToGo  https://t.co/pUcF12BOIi,0
RT @austinkreitler: The Flinstones in Viva Rock Vegas is the greatest movie meme to ever exist,1
The Flinstones in Viva Rock Vegas is the greatest movie meme to ever exist,1
"#movie #dvd #buy Dvds aqui no hay quien viva:  120,00 EURFecha de finalizaci<f3>n: mi<e9>rcoles... https://t.co/OMxkCJUe8y #eBay #deals #buynow",0
@HollywoodChi #HCHookup RT! Win advance movie tickets to @TellurideFilm + @SundanceFest hit Viva with H<e9>ctor Medina! https://t.co/19RXwbiYHD,1
"But wait! @netflix had Viva Rock Vegas, a prequel. 20 min in @TheDailyScowl and I realized it's the worst movie ever https://t.co/84s7iindxe",0
Loved the movie Viva. A real look at Cuba and people who live there.,1
Get A Sneak Peek At The Queer Movie You'll Soon Be Raving About https://t.co/zxjsauyOVp #LGBTNews,1
"RT @chicago_jadine: @chicago_jadine Fans are supportive of this movie not for Viva, but for JaDine. Everything we do is for the love of the<U+0085>",0
"*watching Flinstones Viva Rock Vegas movie when cheesy CGI dinosaur comes on the screen*
Nicole: I think they used a real dinosaur.",0
"@chicago_jadine Fans are supportive of this movie not for Viva, but for JaDine. Everything we do is for the love of them.#ThisTime8DaysToGo",0
"Salman Khan, Anushka Sharma, Sultan movie has a romantic song sung by Neha Bhasin: She may be best k... https://t.co/lQ0aCNsJqj #Romantic",0
RT @TheRealElvira: #TBT I wanted to be a showgirl after I saw Ann Margret in the movie Viva Las Vegas! Happy<U+0085> https://t.co/9V9QgSYuYV,1
#film #Cuba #hectormedina #sundance  https://t.co/x7jkQm2Tr6,1
"""Viva,"" in theaters today, is a queer-positive film about drag queens in the slums of Havana https://t.co/QEijQcT9TB https://t.co/avMls2o2Lj",1
Intip Daftar Nominasi Indonesian Movie Actors Awards 2016 https://t.co/7Aa8jsaAH5,1
#TBT I wanted to be a showgirl after I saw Ann Margret in the movie Viva Las Vegas! Happy<U+0085> https://t.co/9V9QgSYuYV,1
Viva Movie Review https://t.co/Z93rHmhSEt,1
I liked a @YouTube video from @viva_ent https://t.co/iQX2p9VoZ8 This Time Official Trailer (JaDine Movie 2016),1
"Not sure I've watched a more painfully terrific movie than #Viva in ages. Authentic. Honest. Defies genre expectation, cliche at every turn.",1
The Mother's Day movie is so bad I should be paid for watching this at twice my hourly rate. #movies,0
Treat your Mom to a movie this Mother's Day! Plus this week's line-up and more. https://t.co/P6wuOccEhc,1
Treat your Mom to a movie this Mother's Day! Plus this week's line-up and more. https://t.co/Y3Dt1bLDwz,1
Treat your Mom to a movie this Mother's Day! Plus this week's line-up and more.https://t.co/6tAYhZOUXZ,1
Mother&amp;rsquo;s Day Movie Advanced Screening + Giveaway https://t.co/8jS84WmzIZ #LindtMothersDay @SeeMothersDay @Lindt_Chocolate #ad,1
Can't wait for the follow up to Mother's Day: Arbor Day. It promises to be dayier than any of the prior holiday movie abominations,1
"just seen the movie mother's day it was amazing, i laughed from beginning to end",1
"Mother's day movie was great, i mean i loved all the actress in it and i missed jennifer aniston!",1
I'd watch the film Mother's Day with https://t.co/IQuV4VEE6w. #GlamCrowd #sponsored https://t.co/zwlVHMQxMs,1
Mother&amp;rsquo;s Day Movie Advanced Screening + Giveaway https://t.co/8jS84W4Ykp #LindtMothersDay @SeeMothersDay @Lindt_Chocolate #ad,1
That Mother's Day movie is coming out. all of those intertwining stories type movies with Hollywood heavyweights tend to suck.,1
Garry Marshall's Mother's Day is an instant bad movie classic https://t.co/UBEO37C3Xn https://t.co/nOyVk4FRAu,1
CANNOT wait to NOT see the new movie: Mother's Day,1
"Confused about Mother's Day reviews, not b/c movie is bad but b/c they call it a holiday. Don't holidays mean breaks from business, etc.?",0
"Mother<U+0092>s Day Movie Advanced Screening + Giveaway: The other night, I had the opportunity to attend an advance... https://t.co/pyf0MquHmN",1
"Ethered: ""Mother's Day doesn't feel like a movie so much as it does a cinematic adaptation of Walmart."" https://t.co/9PxaV8Bi1b",0
RT @xbuteravato: Im so excited bc the movie Mother's Day is out on friday kfdgxrhjk,1
Im so excited bc the movie Mother's Day is out on friday kfdgxrhjk,1
"@SeeMothersDay I like this as a mother's day movie, but most of the star studded cast are real life moms, except Jennifer anniston",1
RT @strollerincity: @Momtrends crew front and center for our Mother's Day Movie event #SITCcelebatesMothersDay https://t.co/3UyMGHvFzV,1
@chillhartman are you by yourself in a movie theater watching mother<U+0092>s day at midnight.,1
"I'm in the middle of watching Mother's Day and it is very literally the worst movie I have ever seen. 

I watched Jem &amp; The Holograms.",0
RT @strollerincity: Getting super excited for our Mother's Day Movie with @Lindt_Chocolate &amp; @Fandango with our fav bloggers! #SITCcelebrat<U+0085>,1
@Momtrends crew front and center for our Mother's Day Movie event #SITCcelebatesMothersDay https://t.co/3UyMGHvFzV,1
RT @ScreenMediaFilm: Get the perfect Mother's Day gift #MothersAndDaughters starring @CourteneyCox @ashanti @SusanSarandon &amp; more Friday! h<U+0085>,1
#film Mother's Day Movie Review &amp; Film Summary (2016) | Roger Ebert... https://t.co/gUqPtHONSf,1
Getting super excited for our Mother's Day Movie with @Lindt_Chocolate &amp; @Fandango with our fav bloggers! #SITCcelebratesMothersDay,1
NEWS Jennifer Aniston's <U+0091>Mother<U+0092>s Day<U+0092> Movie A Major Box Office Bomb #JenniferAniston #MothersDay https://t.co/XFIQlxVKgm,1
"is the ""Mother's Day"" movie about Julia Robert's wig? Like
""Hey you like my haircut? Got it special for Mother's Day brunch...""
""NO girl""",0
Get the perfect Mother's Day gift #MothersAndDaughters starring @CourteneyCox @ashanti @SusanSarandon &amp; more Friday! https://t.co/ExHCyXv4CO,1
Take Your Favorite Mom to See Mother's Day Movie! https://t.co/t06nlZRkUO via @mryjhnsn,1
"RT @TheCut: All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/BMjXsFPimE https://t.co/sAWj7z5YF8",1
RT @BuzzFeedEnt: Here<U+0092>s The Movie You<U+0092>ll Want To See On Mother<U+0092>s Day https://t.co/2Gt0lyrO3q via @alisonwillmore #TheMeddler https://t.co/y<U+0085>,1
RT @Cosmopolitan: The new movie 'Mother's Day' is getting a lot of super harsh reviews <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> https://t.co/dlEbuZ3Rto https://t.co/ZuEDk6QNf9,1
"RT @ComplexMag: While 'Keanu' beat 'Mother's Day' on Friday, 'The Jungle Book' remains the number one movie at the box office. https://t.co<U+0085>",1
Mother's Day was the worst movie I have have ever seen in my life.,0
I'd watch the film Mother's Day with my kids #GlamCrowd #sponsored https://t.co/2W7ko54d8I,1
#nowplaying #movies 4. Mother's Day $8.3M: Play Trailers https://t.co/xh87bjXYY6 #movie #cinema #film,1
Here<U+0092>s The Movie You<U+0092>ll Want To See On Mother<U+0092>s Day https://t.co/2Gt0lyrO3q via @alisonwillmore #TheMeddler https://t.co/y4t289ua8T,1
The Purge: Anarchy is structured like a Garry Marshall 'holiday' movie. Like Mother's Day. But with purging.,1
"Amidst divorce rumors, Jennifer Aniston discusses her motivation for doing new movie ""Mother's Day"" https://t.co/YP13IDPWYH",1
"""I just saw MOTHER'S DAY. Today is the worst day ever.""
I want your life, movie blogger.",0
Free movie ticket :-) <U+0097> watching Mother's Day (2016 film) at UA Hylan Plaza 5 https://t.co/p7veps79nW,1
"Movie News Box Office: 'The Jungle Book' Crushes 'Mother's Day,' 'Keanu' https://t.co/fCLLMwp3kP",1
RT @ScreenMediaFilm: We're so close to #MothersAndDaughters arriving for Mother's Day - Pre-order it now! https://t.co/ExHCyXv4CO 5/6/16! h<U+0085>,1
"RT @esquire: The 9 harshest reviews of Jennifer Aniston's new movie, 'Mother's Day' https://t.co/Na8dUZVOz9 https://t.co/CBNLIajoQG",1
"The 9 harshest reviews of Jennifer Aniston's new movie, 'Mother's Day' https://t.co/Na8dUZVOz9 https://t.co/CBNLIajoQG",1
"All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/rPZCw9UXSp #thankyou",1
I want to see Mother's day because it looks like fun #GlamCrowd #sponsored https://t.co/nrtWIIyz26,1
Take your mother to see the movie Mother's Day (if you hate her) - https://t.co/INVdvMnmJb via @stephanieklein,1
"All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/BMjXsFPimE https://t.co/sAWj7z5YF8",1
@jackwhitehall didn't know who you were but i think you were great on @SeeMothersDay Mother's Day Movie lol <ed><U+00A0><U+00BD><ed><U+00B8><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,1
The new movie 'Mother's Day' is getting a lot of super harsh reviews <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3> https://t.co/dlEbuZ3Rto https://t.co/ZuEDk6QNf9,1
"While 'Keanu' beat 'Mother's Day' on Friday, 'The Jungle Book' remains the number one movie at the box office. https://t.co/sxn5Em3AQk",1
"RT @McHenryJD: Mother's Day isn't a perfect movie: At one point, Jason Sudeikis's daughter calls him Moby Dick when she clearly means Capta<U+0085>",1
"Mother's Day isn't a perfect movie: At one point, Jason Sudeikis's daughter calls him Moby Dick when she clearly means Captain Ahab.",1
"I'd watch the film Mother's Day with my sister , we are both mom's #GlamCrowd #sponsored https://t.co/sb9HzQBNfN",1
OK look @AmazonVideo if you don't offer the 1st Friday the 13th movie for discount on Mother's Day then why do we even HAVE the internet?,0
"RT @TheCut: All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/fahGOP7X1Q https://t.co/g1NjRkvZDw",1
The fact that keanu is a movie bothers me.  RT @THR: Box office: 'Keanu' beats 'Mother's Day' on Friday; 'Jungle Book' stays No. 1,1
I want to see Mother's day because I want to laugh and cry. I adore Kate Hudson #GlamCrowd #sponsored https://t.co/9uLSZqSuaC,1
RT @James_Creelman: The movie Mother's Day came out today and is a remake of the Troma classic.,1
Fun Mother's Day movie @mother's day <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>,1
RT @mandymcdonut: MOTHER'S DAY WAS THE BEST MOVIE EVER!! I LOVED IT OMG. I WAS DYING ON LAUGHTER! GOING TO SEE IT AGAIN SOON. BEST CAST EVE<U+0085>,1
MOTHER'S DAY WAS THE BEST MOVIE EVER!! I LOVED IT OMG. I WAS DYING ON LAUGHTER! GOING TO SEE IT AGAIN SOON. BEST CAST EVER. @SeeMothersDay,1
I want to see Mother's day because it looks like a good movie #GlamCrowd #sponsored https://t.co/pb4O0LMhwu,1
RT @the2weekwait: Take Your Kids to Work day &amp; the movie Mother's Day during @resolveorg National Infertility Awareness Week makes it clear<U+0085>,1
I'd watch the film Mother's Day with my mom and sisters. But all of us together are trouble ha #GlamCrowd #sponsored https://t.co/WIG9STZq3X,1
I'd watch the film Mother's Day with my daughter  in-law #GlamCrowd #sponsored https://t.co/Gho4A0yPUR,1
I want to see Mother's day because it looks fun #GlamCrowd #sponsored https://t.co/aH9REb3Tvw,1
We're so close to #MothersAndDaughters arriving for Mother's Day - Pre-order it now! https://t.co/ExHCyXv4CO 5/6/16! https://t.co/s0nHpIZqrQ,1
"@iamlaurenp btw, the reviews I'm seeing about Mother's Day are hilarious. The movie is apparently awful.",0
".@iamlaurenp just RT'ed a review of ""Mother's Day"" movie and got added to a Jennifer Aniston list. HELP! LOL",1
"""There<U+0092>s no buffer between you and [its] ineptitude"" is one review for the movie 'Mother's Day' but it's also my review of most people.",1
"RT @kmcdonovgh: This Mother's Day, I'm going to tell my mom to read @ishaaran's review of Mother's Day bc it's a gift https://t.co/CbcubYC4<U+0085>",1
RT @dwbronner: .@ishaaran went to see 'Mother's Day' and she did NOT like it (because it's terrible) https://t.co/Uv7BwKyOIg,0
.@ishaaran went to see 'Mother's Day' and she did NOT like it (because it's terrible) https://t.co/Uv7BwKyOIg,0
"This Mother's Day, I'm going to tell my mom to read @ishaaran's review of Mother's Day bc it's a gift https://t.co/CbcubYC4Qx",1
"My favorite review of ""Mother's Day"" so far:
""The movie<U+0092>s most natural reaction shot belongs to a llama."" -Indiewire
#HowDidThisGetMade",1
Garry Marshall's Mother's Day is an instant bad movie classic https://t.co/47jPYBmx5D https://t.co/ACofG04pMj,1
"All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/fahGOP7X1Q https://t.co/g1NjRkvZDw",1
whoever styled this movie Mother's Day really must hate Julia Roberts https://t.co/TpYORk0ENV,0
#nowplaying #movies EXCLUSIVE CLIP: 'Mother's Day': We can't think of a better gift for ... https://t.co/3VUK8N4vyc #movie #cinema #film,1
RT @ftbllchronicle: #film Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vendin... https://t.co/JcTnlEduoq https://t.co/yvYninNkQt,0
Movie Date w| my Grandma<ed><U+00A0><U+00BD><ed><U+00B1><U+00B5><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> (@ United Artists Westbury 12 IMAX &amp; RPX - @regalmovies for Mother's Day) https://t.co/MP87ukB70n,0
Video: 'Mother's Day' Movie Review #entertainment https://t.co/tHBY3b0D91,1
"FOX Beat: Kevin's movie reviews of <U+0091>Mother's Day,' <U+0091>Keanu': FOX 5's Kevin McCarthy has his hilarious reviews ... https://t.co/zOCZWRy2bm",1
The movie Mother's Day came out today and is a remake of the Troma classic.,1
"Jennifer Aniston, Kate Hudson, &amp; Julia Roberts' Wig Can't Save Mother's Day From TERRIBLE<U+0085> https://t.co/1RJYloQZSt https://t.co/gMVYwjaFo9",0
[Movie Revs. Update] Mother's Day - Do you like films that are so wildly overstuffed with characters and subplo... https://t.co/H8YFr7i2Ry,0
Mother's Day' movie out today.. Looks like it could be fun..,1
"Indulge With Me-Time, a Movie, and Lindt Chocolate This Mother<U+0092>s Day https://t.co/nMvCCXKXMr via @theshoppingmama",1
RT @ColliderNews: Mother<U+0092>s Day is another round of big stars &amp; bad jokes. @PNemiroff takes one for the team and reviews - https://t.co/nOrx<U+0085>,0
Movie review | 'Mother's Day': Another Garry Marshall film makes a mess of yet another holiday - Columbus Dispatch https://t.co/cFsnXHYH3M,0
"Beautiful article: '""Mother's Day"" doesn't feel like a movie so much as it does a cinematic adaptation of Walmart.' https://t.co/6RWvfIzeO1",1
"(I hear the movie's bad too). <U+0091>Mother<U+0092>s Day<U+0092> Is a Goopy, Glossy Sentimental Mess, via @nytimes https://t.co/8edxtntXu1",0
Mother's Day - Must Watch Movie https://t.co/yqD5wDmtRN #MothersDayMovie #SertaMOMS,1
Monroe screenwriter co-authors star-studded 'Mother's Day' https://t.co/laxBqyWtDz,1
Review: No need to remember 'Mother's Day': Garry Marshall now 0-for-3 in making the American 'Love Actually.... https://t.co/PCbraxi8H6,1
RT @alisonwillmore: Some reflections on the worst moments in MOTHER'S DAY: https://t.co/fubIz9H6YT,0
#nowplaying #iphone Mother's Day: A better movie than it's like-minded comedies... https://t.co/080mqLcux4 https://t.co/iFbxQGmSe5 #news,0
"<U+0091>Mother<U+0092>s Day<U+0092> Review: Big Stars, Bad Jokes and Lots of Nonsense https://t.co/ot2Gy8kNNg #FilmFiends #Fan220 https://t.co/yUStRiUBHR",0
"<U+0091>Mother<U+0092>s Day<U+0092> Review: Big Stars, Bad Jokes and Lots of Nonsense https://t.co/ot2Gy8kNNg #FilmFiends #Fan220 https://t.co/48Fp4shrzN",0
"<U+0091>Mother<U+0092>s Day<U+0092> Review: Big Stars, Bad Jokes and Lots of Nonsense https://t.co/ot2Gy8kNNg #FilmFiends #Fan220",0
"Latest:  <U+0091>Mother<U+0092>s Day<U+0092> Review: Big Stars, Bad Jokes and Lots of<U+0085> https://t.co/BdZFmrkN4D #Reviews #MovieTVTechGeeks https://t.co/r5XGfELVOe",0
Mother's Day - Must Watch Movie https://t.co/ZOzOg2UXNO,1
Mother's Day - Must Watch Movie https://t.co/yqD5wDmtRN,1
Got an early preview of Mother's Day (the movie) today and it was soooooo cute! Garry Marshall made another great movie. <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>,1
RT @EDouglasWW: On Tuesday I saw a great movie that celebrated the joys of motherhood. It was called Aliens. I also saw Mother's Day.,1
Mother's Day gets the mother of all critical maulings - The Guardian https://t.co/Ksk2CIJxYt,1
"I'm really angry about Jason Sudeikis' decision to participate in that Mother Day's movie. You know what?  You too, Margo Martindale.",1
"""'Mother's Day' doesn't feel like a movie so much as it does a cinematic adaptation of Walmart."" https://t.co/j9sSBUdNAN",0
"RT @marinapk6: @themoms @MochaManual @munnz @SeeMothersDay  Great to see The MOMS, Kate Hudson, Garry Marshall and the terrific movie, Moth<U+0085>",1
Some reflections on the worst moments in MOTHER'S DAY: https://t.co/fubIz9H6YT,0
"#nowplaying #movies Exclusive: <U+0091>Mother<U+0092>s Day<U+0092> Director Garry Marshall, on Celebrating Mo... https://t.co/VaplfqnLwR #movie #cinema #film",0
"@themoms @MochaManual @munnz @SeeMothersDay  Great to see The MOMS, Kate Hudson, Garry Marshall and the terrific movie, Mother's Day!",1
"Don't worry, everyone. I have a review of Mother's Day. (The movie, not the holiday.) It's coming.",0
Mother's Day is a movie I've seen https://t.co/xUP1yZOUOg,1
On Tuesday I saw a great movie that celebrated the joys of motherhood. It was called Aliens. I also saw Mother's Day.,1
"Q2: In the movie, every mom seems to celebrate Mother's day in a different way - how will you celebrate? #MothersDayMovie",1
Listen to Joanna Langfield's Movie Minute Reviews of Keanu and Mother's Day. https://t.co/uOwhVuWKuV,1
can anyone explain Julia Roberts' haircut in this Mother's Day movie???,0
#PrettyLittleLiars Star #ShayMitchell has to film a bikini scene for 'Mother's Day' movie? https://t.co/9Rw1taFY9k,0
"Who doesn't love Julia Roberts?! Come see her in Mother's Day Movie starting tomorrow at City Cinemas 1, 2 &amp; 3,... https://t.co/mSY9ggiPdT",1
Podcast: Ryan Watches a Movie 208 - MOTHER'S DAY (1980) - https://t.co/b9yOZ91d3G https://t.co/tVqAHWki9p,1
My new sounds: Ryan Watches a Movie 208 - Mother's Day (1980) https://t.co/BznZ3CQF7Z on #SoundCloud,1
Take Your Kids to Work day &amp; the movie Mother's Day during @resolveorg National Infertility Awareness Week makes it clear why we need #niaw.,1
Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' https://t.co/3oBETP7gTp,1
"RT @NYScreenings: Free Advance Movie Screening of Mother's Day (@SeeMothersDay) in New York, NY via @LatinoScoop (Gofobo RSVP Code) - https<U+0085>",1
"Free Advance Movie Screening of Mother's Day (@SeeMothersDay) in New York, NY via @LatinoScoop (Gofobo RSVP Code) - https://t.co/enMFRGL17H",1
"One thing that didn't make it into my upcoming ""Mother's Day"" review is how unnerving I found the Luke-Haines-lookalike toddler in the movie",1
ROSEMARY'S BABY is my favorite movie and we're playing it for Mother's Day. Naturally. https://t.co/63Way87G80 https://t.co/e82yhXasMM,1
RT @JennProffitt: I feel like this implies that Mother's Day is NOT going to be a good movie. #gasp  https://t.co/djwWctqJgp,0
I feel like this implies that Mother's Day is NOT going to be a good movie. #gasp  https://t.co/djwWctqJgp,0
#nowplaying #movies Mother's Day: Movie Details https://t.co/MsTRfuxQy3 #movie #cinema #film,1
"RT @TheCut: All of the things Mother's Day could be about, based off the movie poster alone: https://t.co/RizgLBUC7O https://t.co/EvOAwPVCfG",1
"Free Advance Movie Screening of Mother's Day (@SeeMothersDay) in New York, NY via @iwatchmike (Gofobo RSVP Code) - https://t.co/9l8dreIvJL",1
#film Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vendin... https://t.co/JcTnlEduoq https://t.co/yvYninNkQt,0
Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vending Machine?:  This Friday will see a number of m... https://t.co/ohk05dqzM5,0
Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vending Machine?:  This Friday will see a... https://t.co/TYuX8ZrlST CinemaBlend,0
#nowplaying #iphone Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vend... https://t.co/7IQShNYZPQ https://t.co/iFbxQGmSe5 #news,1
Cinemablend: Why Did The Mother's Day Movie Put So Many M&amp;M's In This Vending Machine? https://t.co/exsAUXeAGo #film,0
"Watch:
Mother's Day Movie Official Trailer #1 (2016) with Jennifer Aniston, Kate Hudson 
https://t.co/3PUQZgxN30 https://t.co/atPvbIpAe6",1
"#nowplaying #movies Mother's Day:  Opens Friday, Apr 29, 2016Movie Details Play Trailers https://t.co/cgTUVjSKr9 #movie #cinema #film",0
Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' - Los Angeles Times https://t.co/aYMLQ1xN5t,0
@NYMag a movie about MOTHER'S DAY from only one perspective. Oh. Ok.,0
Idk yet I'm tryna go hoop today and I might see a movie. Plus my moms need a Mother's Day present https://t.co/k4PlPUVx4Z,1
Mother's Day Movie Review https://t.co/Zy8SzOCLOU via @wisconsinmommy,1
"https://t.co/Tiv0kUmY4w Monday Morning Movie Reviews:  Keanu, Mother<U+0092>s Day, Ratchet &amp; Clank, The Meddler, Fireworks Wednesday #CHICAGOnow",0
I'd watch the film Mother's Day with my husband #GlamCrowd #sponsored https://t.co/98tJxHO4Bs,1
I want to see Mother's day because it looks great! #GlamCrowd #sponsored https://t.co/jYfrzHLZzk,1
"Let us treat you and your mom to see the new movie ""Mother's Day + 2 bags of LINDOR Milk Chocolate Truffles! Ends... https://t.co/XUhtNO0kvC",1
mother's day was such a great movie,1
Going to see the movie Mother's Day,1
"Win tix for Mother's Day Celebration w/ Marvin Sapp, CeCe Winans and more w/ answer to BITD movie clip at 812 Sat <U+0085> https://t.co/9sa0B7K9Bv",0
I'd watch the film Mother's Day with my daughter #GlamCrowd #sponsored https://t.co/Qy4WbBFWEO,1
For @FilmRacket I wrote about a great movie full of tension (GREEN ROOM) and a movie that's dreadful (MOTHER'S DAY): https://t.co/yf5GnyiKYY,1
Review: No need to remember 'Mother's Day' https://t.co/5C9g72fs6Y via @usatoday,1
Mother<U+0092>s Day: The Houses Of Our Favorite Movie Moms https://t.co/hCkhv0H3Bk,1
"RT @phillipstribune: A better Mother's Day movie than ""Mother's Day."" Review, #TheMeddler, w @SusanSarandon &amp; Rose Byrne. https://t.co/DrrK<U+0085>",0
RT @AndrewLapin: MOTHER'S DAY was the closest I've come to being physically ill during a movie. For @UPROXX: https://t.co/uvx9WwQVPi https:<U+0085>,1
"""But I have seen the movie Mother<U+0092>s Day, so I know all about pain, desperation, despair..."" @Cinesnark https://t.co/p3vwLPg9uj",1
MOTHER'S DAY was the closest I've come to being physically ill during a movie. For @UPROXX: https://t.co/uvx9WwQVPi https://t.co/AcHTpSBq5n,1
"Mother<U+0092>s Day review <U+0096> almost transcendentally terrible: Surely destined to become a camp classic, this movie ... https://t.co/VjFZmvSCbE",0
"A better Mother's Day movie than ""Mother's Day."" Review, #TheMeddler, w @SusanSarandon &amp; Rose Byrne. https://t.co/DrrKm3FWpz",0
Movie Marketing Madness: Mother<U+0092>s Day https://t.co/5l21SQuI3S,1
That Mother's Day movie looks like a real stinker <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> Not to mention Julia Robert's hair #MothersDay #movie #juliaroberts,0
Screening Tonight: MOTHER'S DAY. I am sure this is a much different movie than ALIEN. #AMovieGuy,0
RT @mattstorc: Our event is listed on #metromix https://t.co/XmPLWHEAj7 #toolegittoquit,0
Our event is listed on #metromix https://t.co/XmPLWHEAj7 #toolegittoquit,0
Mother's Day looks like a good movie.,1
Anyone want to go see that movie about Mother's Day? It's called Mother's Day. We will know we are attending the right movie.,0
I'd watch the film Mother's Day with my hubby. #GlamCrowd #sponsored https://t.co/mZ8L4cdQ4Y,1
Need an idea for #MothersDay? Treat your mom to tickets for Mother's Day Movie and a delicious meal from Gusto!... https://t.co/BHZGfojWgU,1
Mother's Day': Julia Roberts and Jennifer Aniston https://t.co/59IeBQ3BMI #NOLA #movie #doc,0
Mother's Day': Jason Sudeikis https://t.co/AChgJiUO5i #NOLA #movie #doc,1
Mother's Day': Garry Marshall and Jason Sudeikis https://t.co/R2wuSihLEO #NOLA #movie #doc,1
Mother's Day': Jason Sudeikis and Jennifer Aniston https://t.co/xUFKamQh21 #NOLA #movie #doc,1
Mother's Day': Kate Hudson and Sarah Chalke https://t.co/sA57LMpSdz #NOLA #movie #doc,1
Mother's Day': Kate Hudson and Aasif Mandvi https://t.co/lMG8hN7Rr7 #NOLA #movie #doc,1
"Mother's Day': Sarah Chalke, Kate Hudson and Margo Martindale https://t.co/kcLsNkO8zg #NOLA #movie #doc",1
Mother's Day': Britt Robertson and Jack Whitehall https://t.co/ZokRHC6Zp8 #NOLA #movie #doc,1
RT @NOLAnews: 'Mother's Day' movie review: Mom deserves better https://t.co/4i8kmZ4CBh,0
Mother's Day' movie review: Mom deserves better https://t.co/4i8kmZ4CBh,0
"Mother's Day' movie review: Mom deserves better: Julia Roberts, Kate Hudson, Jennifer Anis... https://t.co/DVnFxGFxSx #nola #neworleans",0
Want to see Garry Marshall's 'Mother's Day' for free? Here's how https://t.co/Z2k2XiROna #NOLA #movie #doc,1
"HEADS UP, Y'ALL! We have passes to a special screening of Mother's Day Movie, tomorrow night (Tuesday, April 26)... https://t.co/tsohSKuvSv",1
Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' https://t.co/ixJ8Bvt1yt #music #news,0
Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' https://t.co/1eVRwiV6wn #music #news,1
"RT @enews: Julia Roberts planted a Pretty Woman joke in her movie Mother's Day, because of course: https://t.co/UpVvZ3lj64 https://t.co/5zk<U+0085>",0
Movie Review: 'Mother's Day' is the perfect gift for moms everywhere [by Jason Rzucidlo] https://t.co/9HC5tceG78,1
